doenca,sintomas,gravidade,urgencia,especialidade,orientacao
Otite,leve desconforto zumbido febre alta,media,nao,Otorrino,Procurar otorrinolaringologista
Otite,febre alta sensação estranha zumbido,media,nao,Otorrino,Procurar otorrinolaringologista
Otite,sensação estranha zumbido secreção no ouvido,media,nao,Otorrino,Procurar otorrinolaringologista
Otite,sensação estranha febre alta coceira,media,nao,Otorrino,Procurar otorrinolaringologista
Otite,leve desconforto coceira febre alta,media,nao,Otorrino,Procurar otorrinolaringologista
Otite,leve desconforto ouvido tampado secreção no ouvido,media,nao,Otorrino,Procurar otorrinolaringologista
Otite,zumbido febre alta sensação estranha,media,nao,Otorrino,Procurar otorrinolaringologista
Otite,dor intensa no ouvido zumbido leve desconforto,media,nao,Otorrino,Procurar otorrinolaringologista
Otite,coceira febre alta leve desconforto,media,nao,Otorrino,Procurar otorrinolaringologista
Otite,dor intensa no ouvido coceira leve desconforto,media,nao,Otorrino,Procurar otorrinolaringologista
Otite,dor intensa no ouvido zumbido sensação estranha,media,nao,Otorrino,Procurar otorrinolaringologista
Infarto,náusea dor no peito forte mal estar,alta,sim,Cardiologia,Emergência imediata
Infarto,náusea dor no peito forte mal estar,alta,sim,Cardiologia,Emergência imediata
Infarto,náusea mal estar dor no peito forte,alta,sim,Cardiologia,Emergência imediata
Infarto,suor frio tontura mal estar,alta,sim,Cardiologia,Emergência imediata
Infarto,mal estar tontura suor frio,alta,sim,Cardiologia,Emergência imediata
Infarto,mal estar falta de ar tontura,alta,sim,Cardiologia,Emergência imediata
Infarto,náusea mal estar falta de ar,alta,sim,Cardiologia,Emergência imediata
Infarto,mal estar falta de ar tontura,alta,sim,Cardiologia,Emergência imediata
Infarto,mal estar falta de ar náusea,alta,sim,Cardiologia,Emergência imediata
Infarto,mal estar suor frio tontura,alta,sim,Cardiologia,Emergência imediata
Infarto,náusea mal estar falta de ar,alta,sim,Cardiologia,Emergência imediata
Infarto,mal estar suor frio tontura,alta,sim,Cardiologia,Emergência imediata
Infarto,suor frio mal estar náusea,alta,sim,Cardiologia,Emergência imediata
Infarto,suor frio mal estar náusea,alta,sim,Cardiologia,Emergência imediata
Infarto,náusea mal estar dor no peito forte,alta,sim,Cardiologia,Emergência imediata
Infarto,falta de ar tontura mal estar,alta,sim,Cardiologia,Emergência imediata
Infarto,náusea dor no peito forte mal estar,alta,sim,Cardiologia,Emergência imediata
Infarto,falta de ar náusea mal estar,alta,sim,Cardiologia,Emergência imediata
Infarto,mal estar náusea falta de ar,alta,sim,Cardiologia,Emergência imediata
Infarto,suor frio mal estar tontura,alta,sim,Cardiologia,Emergência imediata
Infarto,mal estar suor frio tontura,alta,sim,Cardiologia,Emergência imediata
Infarto,dor no peito forte tontura mal estar,alta,sim,Cardiologia,Emergência imediata
Infarto,falta de ar náusea mal estar,alta,sim,Cardiologia,Emergência imediata
Infarto,suor frio náusea mal estar,alta,sim,Cardiologia,Emergência imediata
Infarto,tontura dor no peito forte mal estar,alta,sim,Cardiologia,Emergência imediata
Infarto,náusea mal estar dor no peito forte,alta,sim,Cardiologia,Emergência imediata
Infarto,mal estar náusea falta de ar,alta,sim,Cardiologia,Emergência imediata
Infarto,dor no peito forte mal estar tontura,alta,sim,Cardiologia,Emergência imediata
Infarto,tontura suor frio mal estar,alta,sim,Cardiologia,Emergência imediata
Infarto,suor frio náusea mal estar,alta,sim,Cardiologia,Emergência imediata
Infarto,mal estar falta de ar tontura,alta,sim,Cardiologia,Emergência imediata
Infarto,tontura dor no peito forte mal estar,alta,sim,Cardiologia,Emergência imediata
Infarto,náusea mal estar suor frio,alta,sim,Cardiologia,Emergência imediata
Infarto,mal estar náusea suor frio,alta,sim,Cardiologia,Emergência imediata
Infarto,náusea mal estar suor frio,alta,sim,Cardiologia,Emergência imediata
Infarto,mal estar tontura suor frio,alta,sim,Cardiologia,Emergência imediata
Infarto,tontura dor no peito forte mal estar,alta,sim,Cardiologia,Emergência imediata
Infarto,mal estar dor no peito forte náusea,alta,sim,Cardiologia,Emergência imediata
Infarto,suor frio náusea mal estar,alta,sim,Cardiologia,Emergência imediata
Infarto,náusea suor frio mal estar,alta,sim,Cardiologia,Emergência imediata
Infarto,mal estar falta de ar tontura,alta,sim,Cardiologia,Emergência imediata
Infarto,mal estar tontura falta de ar,alta,sim,Cardiologia,Emergência imediata
Infarto,dor no peito forte náusea mal estar,alta,sim,Cardiologia,Emergência imediata
Infarto,mal estar dor no peito forte náusea,alta,sim,Cardiologia,Emergência imediata
Infarto,tontura mal estar dor no peito forte,alta,sim,Cardiologia,Emergência imediata
Infarto,náusea mal estar falta de ar,alta,sim,Cardiologia,Emergência imediata
Infarto,tontura dor no peito forte mal estar,alta,sim,Cardiologia,Emergência imediata
Infarto,náusea falta de ar mal estar,alta,sim,Cardiologia,Emergência imediata
Infarto,suor frio náusea mal estar,alta,sim,Cardiologia,Emergência imediata
Infarto,dor no peito forte mal estar tontura,alta,sim,Cardiologia,Emergência imediata
Infarto,náusea mal estar dor no peito forte,alta,sim,Cardiologia,Emergência imediata
Infarto,náusea suor frio mal estar,alta,sim,Cardiologia,Emergência imediata
Infarto,náusea mal estar suor frio,alta,sim,Cardiologia,Emergência imediata
Infarto,suor frio mal estar náusea,alta,sim,Cardiologia,Emergência imediata
Infarto,tontura suor frio mal estar,alta,sim,Cardiologia,Emergência imediata
Infarto,mal estar tontura falta de ar,alta,sim,Cardiologia,Emergência imediata
Infarto,tontura mal estar falta de ar,alta,sim,Cardiologia,Emergência imediata
Infarto,suor frio tontura mal estar,alta,sim,Cardiologia,Emergência imediata
Infarto,falta de ar náusea mal estar,alta,sim,Cardiologia,Emergência imediata
Infarto,dor no peito forte mal estar náusea,alta,sim,Cardiologia,Emergência imediata
Infarto,tontura mal estar suor frio,alta,sim,Cardiologia,Emergência imediata
Infarto,náusea mal estar suor frio,alta,sim,Cardiologia,Emergência imediata
Infarto,tontura falta de ar mal estar,alta,sim,Cardiologia,Emergência imediata
Infarto,mal estar dor no peito forte tontura,alta,sim,Cardiologia,Emergência imediata
Infarto,tontura mal estar suor frio,alta,sim,Cardiologia,Emergência imediata
Infarto,náusea mal estar falta de ar,alta,sim,Cardiologia,Emergência imediata
Infarto,náusea mal estar suor frio,alta,sim,Cardiologia,Emergência imediata
Infarto,mal estar falta de ar náusea,alta,sim,Cardiologia,Emergência imediata
Infarto,mal estar suor frio tontura,alta,sim,Cardiologia,Emergência imediata
Infarto,tontura mal estar dor no peito forte,alta,sim,Cardiologia,Emergência imediata
Infarto,falta de ar mal estar náusea,alta,sim,Cardiologia,Emergência imediata
Infarto,mal estar náusea falta de ar,alta,sim,Cardiologia,Emergência imediata
Infarto,tontura dor no peito forte mal estar,alta,sim,Cardiologia,Emergência imediata
Infarto,suor frio mal estar náusea,alta,sim,Cardiologia,Emergência imediata
Infarto,dor no peito forte náusea mal estar,alta,sim,Cardiologia,Emergência imediata
Infarto,náusea mal estar suor frio,alta,sim,Cardiologia,Emergência imediata
Infarto,suor frio mal estar náusea,alta,sim,Cardiologia,Emergência imediata
Infarto,mal estar suor frio tontura,alta,sim,Cardiologia,Emergência imediata
Infarto,mal estar tontura suor frio,alta,sim,Cardiologia,Emergência imediata
Infarto,falta de ar mal estar náusea,alta,sim,Cardiologia,Emergência imediata
Infarto,mal estar náusea falta de ar,alta,sim,Cardiologia,Emergência imediata
Infarto,mal estar náusea dor no peito forte,alta,sim,Cardiologia,Emergência imediata
Infarto,suor frio mal estar tontura,alta,sim,Cardiologia,Emergência imediata
Infarto,falta de ar mal estar náusea,alta,sim,Cardiologia,Emergência imediata
Infarto,dor no peito forte tontura mal estar,alta,sim,Cardiologia,Emergência imediata
Infarto,tontura dor no peito forte mal estar,alta,sim,Cardiologia,Emergência imediata
Infarto,mal estar náusea falta de ar,alta,sim,Cardiologia,Emergência imediata
Infarto,mal estar tontura suor frio,alta,sim,Cardiologia,Emergência imediata
Infarto,mal estar suor frio náusea,alta,sim,Cardiologia,Emergência imediata
Infarto,mal estar náusea suor frio,alta,sim,Cardiologia,Emergência imediata
Infarto,falta de ar mal estar náusea,alta,sim,Cardiologia,Emergência imediata
Infarto,tontura mal estar suor frio,alta,sim,Cardiologia,Emergência imediata
Infarto,suor frio tontura mal estar,alta,sim,Cardiologia,Emergência imediata
Infarto,falta de ar náusea mal estar,alta,sim,Cardiologia,Emergência imediata
Infarto,tontura falta de ar mal estar,alta,sim,Cardiologia,Emergência imediata
Infarto,falta de ar náusea mal estar,alta,sim,Cardiologia,Emergência imediata
Infarto,suor frio náusea mal estar,alta,sim,Cardiologia,Emergência imediata
Infarto,náusea dor no peito forte mal estar,alta,sim,Cardiologia,Emergência imediata
Infarto,dor no peito forte tontura mal estar,alta,sim,Cardiologia,Emergência imediata
Infarto,mal estar náusea falta de ar,alta,sim,Cardiologia,Emergência imediata
Infarto,mal estar náusea suor frio,alta,sim,Cardiologia,Emergência imediata
Infarto,suor frio tontura mal estar,alta,sim,Cardiologia,Emergência imediata
Infarto,tontura suor frio mal estar,alta,sim,Cardiologia,Emergência imediata
Infarto,mal estar náusea suor frio,alta,sim,Cardiologia,Emergência imediata
Infarto,falta de ar mal estar tontura,alta,sim,Cardiologia,Emergência imediata
Infarto,dor no peito forte mal estar náusea,alta,sim,Cardiologia,Emergência imediata
Infarto,tontura dor no peito forte mal estar,alta,sim,Cardiologia,Emergência imediata
Infarto,mal estar náusea suor frio,alta,sim,Cardiologia,Emergência imediata
Infarto,mal estar náusea dor no peito forte,alta,sim,Cardiologia,Emergência imediata
Infarto,falta de ar mal estar náusea,alta,sim,Cardiologia,Emergência imediata
Infarto,tontura mal estar falta de ar,alta,sim,Cardiologia,Emergência imediata
Infarto,mal estar náusea dor no peito forte,alta,sim,Cardiologia,Emergência imediata
Infarto,suor frio náusea mal estar,alta,sim,Cardiologia,Emergência imediata
Infarto,tontura mal estar falta de ar,alta,sim,Cardiologia,Emergência imediata
Infarto,falta de ar mal estar náusea,alta,sim,Cardiologia,Emergência imediata
Infarto,tontura falta de ar mal estar,alta,sim,Cardiologia,Emergência imediata
Infarto,falta de ar mal estar náusea,alta,sim,Cardiologia,Emergência imediata
Infarto,tontura mal estar falta de ar,alta,sim,Cardiologia,Emergência imediata
Infarto,mal estar náusea dor no peito forte,alta,sim,Cardiologia,Emergência imediata
Infarto,náusea falta de ar mal estar,alta,sim,Cardiologia,Emergência imediata
Infarto,mal estar tontura suor frio,alta,sim,Cardiologia,Emergência imediata
Infarto,dor no peito forte mal estar tontura,alta,sim,Cardiologia,Emergência imediata
Infarto,tontura mal estar falta de ar,alta,sim,Cardiologia,Emergência imediata
Infarto,falta de ar tontura mal estar,alta,sim,Cardiologia,Emergência imediata
Infarto,tontura mal estar falta de ar,alta,sim,Cardiologia,Emergência imediata
Infarto,suor frio mal estar náusea,alta,sim,Cardiologia,Emergência imediata
Infarto,dor no peito forte mal estar tontura,alta,sim,Cardiologia,Emergência imediata
Infarto,náusea mal estar suor frio,alta,sim,Cardiologia,Emergência imediata
Infarto,tontura suor frio mal estar,alta,sim,Cardiologia,Emergência imediata
Infarto,falta de ar náusea mal estar,alta,sim,Cardiologia,Emergência imediata
Infarto,mal estar náusea suor frio,alta,sim,Cardiologia,Emergência imediata
Infarto,náusea falta de ar mal estar,alta,sim,Cardiologia,Emergência imediata
Infarto,tontura mal estar dor no peito forte,alta,sim,Cardiologia,Emergência imediata
Infarto,dor no peito forte mal estar náusea,alta,sim,Cardiologia,Emergência imediata
Infarto,mal estar suor frio tontura,alta,sim,Cardiologia,Emergência imediata
Infarto,mal estar náusea falta de ar,alta,sim,Cardiologia,Emergência imediata
Infarto,suor frio náusea mal estar,alta,sim,Cardiologia,Emergência imediata
Infarto,falta de ar tontura mal estar,alta,sim,Cardiologia,Emergência imediata
Infarto,dor no peito forte tontura mal estar,alta,sim,Cardiologia,Emergência imediata
Infarto,náusea dor no peito forte mal estar,alta,sim,Cardiologia,Emergência imediata
Infarto,tontura dor no peito forte mal estar,alta,sim,Cardiologia,Emergência imediata
Infarto,suor frio tontura mal estar,alta,sim,Cardiologia,Emergência imediata
Infarto,tontura falta de ar mal estar,alta,sim,Cardiologia,Emergência imediata
Infarto,dor no peito forte mal estar náusea,alta,sim,Cardiologia,Emergência imediata
Infarto,falta de ar mal estar tontura,alta,sim,Cardiologia,Emergência imediata
Infarto,mal estar náusea falta de ar,alta,sim,Cardiologia,Emergência imediata
Infarto,falta de ar náusea mal estar,alta,sim,Cardiologia,Emergência imediata
Infarto,náusea mal estar dor no peito forte,alta,sim,Cardiologia,Emergência imediata
Infarto,falta de ar mal estar náusea,alta,sim,Cardiologia,Emergência imediata
Infarto,dor no peito forte náusea mal estar,alta,sim,Cardiologia,Emergência imediata
Infarto,falta de ar náusea mal estar,alta,sim,Cardiologia,Emergência imediata
Infarto,tontura mal estar dor no peito forte,alta,sim,Cardiologia,Emergência imediata
Infarto,suor frio mal estar tontura,alta,sim,Cardiologia,Emergência imediata
Infarto,dor no peito forte mal estar tontura,alta,sim,Cardiologia,Emergência imediata
Infarto,mal estar tontura dor no peito forte,alta,sim,Cardiologia,Emergência imediata
Infarto,tontura mal estar suor frio,alta,sim,Cardiologia,Emergência imediata
Infarto,náusea dor no peito forte mal estar,alta,sim,Cardiologia,Emergência imediata
Infarto,mal estar náusea falta de ar,alta,sim,Cardiologia,Emergência imediata
Infarto,dor no peito forte tontura mal estar,alta,sim,Cardiologia,Emergência imediata
Infarto,tontura dor no peito forte mal estar,alta,sim,Cardiologia,Emergência imediata
Infarto,suor frio mal estar tontura,alta,sim,Cardiologia,Emergência imediata
Infarto,dor no peito forte mal estar náusea,alta,sim,Cardiologia,Emergência imediata
Infarto,dor no peito forte mal estar tontura,alta,sim,Cardiologia,Emergência imediata
Infarto,náusea falta de ar mal estar,alta,sim,Cardiologia,Emergência imediata
Infarto,mal estar dor no peito forte tontura,alta,sim,Cardiologia,Emergência imediata
Infarto,mal estar suor frio tontura,alta,sim,Cardiologia,Emergência imediata
Infarto,náusea mal estar suor frio,alta,sim,Cardiologia,Emergência imediata
Infarto,suor frio mal estar náusea,alta,sim,Cardiologia,Emergência imediata
Infarto,dor no peito forte mal estar náusea,alta,sim,Cardiologia,Emergência imediata
Infarto,mal estar dor no peito forte tontura,alta,sim,Cardiologia,Emergência imediata
Infarto,náusea mal estar suor frio,alta,sim,Cardiologia,Emergência imediata
Infarto,mal estar suor frio náusea,alta,sim,Cardiologia,Emergência imediata
Infarto,falta de ar mal estar náusea,alta,sim,Cardiologia,Emergência imediata
Infarto,mal estar tontura falta de ar,alta,sim,Cardiologia,Emergência imediata
Infarto,tontura mal estar falta de ar,alta,sim,Cardiologia,Emergência imediata
Infarto,mal estar náusea suor frio,alta,sim,Cardiologia,Emergência imediata
Infarto,dor no peito forte mal estar náusea,alta,sim,Cardiologia,Emergência imediata
Infarto,mal estar dor no peito forte náusea,alta,sim,Cardiologia,Emergência imediata
Infarto,mal estar tontura dor no peito forte,alta,sim,Cardiologia,Emergência imediata
Infarto,mal estar tontura suor frio,alta,sim,Cardiologia,Emergência imediata
Infarto,tontura mal estar dor no peito forte,alta,sim,Cardiologia,Emergência imediata
Infarto,mal estar suor frio tontura,alta,sim,Cardiologia,Emergência imediata
Infarto,mal estar dor no peito forte tontura,alta,sim,Cardiologia,Emergência imediata
Infarto,mal estar tontura suor frio,alta,sim,Cardiologia,Emergência imediata
Infarto,tontura falta de ar mal estar,alta,sim,Cardiologia,Emergência imediata
Infarto,náusea dor no peito forte mal estar,alta,sim,Cardiologia,Emergência imediata
Infarto,náusea suor frio mal estar,alta,sim,Cardiologia,Emergência imediata
Infarto,tontura mal estar suor frio,alta,sim,Cardiologia,Emergência imediata
Infarto,falta de ar tontura mal estar,alta,sim,Cardiologia,Emergência imediata
Infarto,suor frio mal estar tontura,alta,sim,Cardiologia,Emergência imediata
Infarto,mal estar falta de ar tontura,alta,sim,Cardiologia,Emergência imediata
Infarto,mal estar suor frio tontura,alta,sim,Cardiologia,Emergência imediata
Infarto,falta de ar tontura mal estar,alta,sim,Cardiologia,Emergência imediata
Infarto,suor frio náusea mal estar,alta,sim,Cardiologia,Emergência imediata
Infarto,tontura mal estar suor frio,alta,sim,Cardiologia,Emergência imediata
Infarto,falta de ar tontura mal estar,alta,sim,Cardiologia,Emergência imediata
Infarto,mal estar tontura suor frio,alta,sim,Cardiologia,Emergência imediata
Infarto,mal estar tontura suor frio,alta,sim,Cardiologia,Emergência imediata
Infarto,tontura mal estar dor no peito forte,alta,sim,Cardiologia,Emergência imediata
Infarto,mal estar náusea suor frio,alta,sim,Cardiologia,Emergência imediata
Infarto,mal estar dor no peito forte náusea,alta,sim,Cardiologia,Emergência imediata
Infarto,mal estar dor no peito forte tontura,alta,sim,Cardiologia,Emergência imediata
Infarto,náusea mal estar suor frio,alta,sim,Cardiologia,Emergência imediata
Infarto,mal estar tontura falta de ar,alta,sim,Cardiologia,Emergência imediata
Infarto,dor no peito forte tontura mal estar,alta,sim,Cardiologia,Emergência imediata
Infarto,suor frio náusea mal estar,alta,sim,Cardiologia,Emergência imediata
Infarto,suor frio mal estar náusea,alta,sim,Cardiologia,Emergência imediata
Infarto,falta de ar mal estar náusea,alta,sim,Cardiologia,Emergência imediata
Infarto,mal estar tontura falta de ar,alta,sim,Cardiologia,Emergência imediata
Infarto,náusea suor frio mal estar,alta,sim,Cardiologia,Emergência imediata
Infarto,mal estar náusea suor frio,alta,sim,Cardiologia,Emergência imediata
Infarto,dor no peito forte mal estar tontura,alta,sim,Cardiologia,Emergência imediata
Infarto,náusea dor no peito forte mal estar,alta,sim,Cardiologia,Emergência imediata
Infarto,mal estar falta de ar náusea,alta,sim,Cardiologia,Emergência imediata
Infarto,tontura dor no peito forte mal estar,alta,sim,Cardiologia,Emergência imediata
Infarto,falta de ar mal estar náusea,alta,sim,Cardiologia,Emergência imediata
Infarto,dor no peito forte tontura mal estar,alta,sim,Cardiologia,Emergência imediata
Infarto,falta de ar náusea mal estar,alta,sim,Cardiologia,Emergência imediata
Infarto,mal estar tontura dor no peito forte,alta,sim,Cardiologia,Emergência imediata
Infarto,mal estar tontura dor no peito forte,alta,sim,Cardiologia,Emergência imediata
Infarto,dor no peito forte tontura mal estar,alta,sim,Cardiologia,Emergência imediata
Infarto,mal estar suor frio náusea,alta,sim,Cardiologia,Emergência imediata
Infarto,tontura dor no peito forte mal estar,alta,sim,Cardiologia,Emergência imediata
Infarto,dor no peito forte náusea mal estar,alta,sim,Cardiologia,Emergência imediata
Infarto,mal estar suor frio tontura,alta,sim,Cardiologia,Emergência imediata
Infarto,suor frio mal estar tontura,alta,sim,Cardiologia,Emergência imediata
Infarto,tontura mal estar suor frio,alta,sim,Cardiologia,Emergência imediata
Infarto,mal estar dor no peito forte tontura,alta,sim,Cardiologia,Emergência imediata
Infarto,suor frio náusea mal estar,alta,sim,Cardiologia,Emergência imediata
Infarto,suor frio mal estar tontura,alta,sim,Cardiologia,Emergência imediata
Infarto,dor no peito forte náusea mal estar,alta,sim,Cardiologia,Emergência imediata
Infarto,suor frio tontura mal estar,alta,sim,Cardiologia,Emergência imediata
Infarto,mal estar suor frio tontura,alta,sim,Cardiologia,Emergência imediata
Infarto,tontura suor frio mal estar,alta,sim,Cardiologia,Emergência imediata
Infarto,mal estar náusea falta de ar,alta,sim,Cardiologia,Emergência imediata
Infarto,dor no peito forte mal estar tontura,alta,sim,Cardiologia,Emergência imediata
Infarto,náusea falta de ar mal estar,alta,sim,Cardiologia,Emergência imediata
Infarto,mal estar suor frio náusea,alta,sim,Cardiologia,Emergência imediata
Infarto,falta de ar tontura mal estar,alta,sim,Cardiologia,Emergência imediata
Infarto,tontura falta de ar mal estar,alta,sim,Cardiologia,Emergência imediata
Infarto,tontura mal estar dor no peito forte,alta,sim,Cardiologia,Emergência imediata
Infarto,tontura suor frio mal estar,alta,sim,Cardiologia,Emergência imediata
Infarto,dor no peito forte mal estar tontura,alta,sim,Cardiologia,Emergência imediata
Infarto,tontura dor no peito forte mal estar,alta,sim,Cardiologia,Emergência imediata
Infarto,tontura mal estar suor frio,alta,sim,Cardiologia,Emergência imediata
Infarto,náusea mal estar suor frio,alta,sim,Cardiologia,Emergência imediata
Infarto,suor frio mal estar náusea,alta,sim,Cardiologia,Emergência imediata
Infarto,dor no peito forte mal estar náusea,alta,sim,Cardiologia,Emergência imediata
Infarto,náusea dor no peito forte mal estar,alta,sim,Cardiologia,Emergência imediata
Infarto,mal estar falta de ar náusea,alta,sim,Cardiologia,Emergência imediata
Infarto,mal estar suor frio náusea,alta,sim,Cardiologia,Emergência imediata
Infarto,mal estar tontura dor no peito forte,alta,sim,Cardiologia,Emergência imediata
Infarto,mal estar náusea suor frio,alta,sim,Cardiologia,Emergência imediata
Infarto,falta de ar tontura mal estar,alta,sim,Cardiologia,Emergência imediata
Infarto,mal estar dor no peito forte tontura,alta,sim,Cardiologia,Emergência imediata
Infarto,falta de ar mal estar tontura,alta,sim,Cardiologia,Emergência imediata
Infarto,náusea falta de ar mal estar,alta,sim,Cardiologia,Emergência imediata
Infarto,dor no peito forte náusea mal estar,alta,sim,Cardiologia,Emergência imediata
Infarto,mal estar náusea suor frio,alta,sim,Cardiologia,Emergência imediata
Infarto,mal estar dor no peito forte tontura,alta,sim,Cardiologia,Emergência imediata
Infarto,mal estar suor frio náusea,alta,sim,Cardiologia,Emergência imediata
Infarto,suor frio mal estar náusea,alta,sim,Cardiologia,Emergência imediata
Infarto,mal estar náusea falta de ar,alta,sim,Cardiologia,Emergência imediata
Infarto,náusea dor no peito forte mal estar,alta,sim,Cardiologia,Emergência imediata
Infarto,mal estar dor no peito forte tontura,alta,sim,Cardiologia,Emergência imediata
Infarto,náusea mal estar dor no peito forte,alta,sim,Cardiologia,Emergência imediata
Infarto,mal estar náusea dor no peito forte,alta,sim,Cardiologia,Emergência imediata
Infarto,mal estar dor no peito forte náusea,alta,sim,Cardiologia,Emergência imediata
Infarto,náusea mal estar dor no peito forte,alta,sim,Cardiologia,Emergência imediata
Infarto,dor no peito forte mal estar náusea,alta,sim,Cardiologia,Emergência imediata
Infarto,tontura mal estar suor frio,alta,sim,Cardiologia,Emergência imediata
Infarto,falta de ar mal estar tontura,alta,sim,Cardiologia,Emergência imediata
Infarto,dor no peito forte mal estar tontura,alta,sim,Cardiologia,Emergência imediata
Infarto,dor no peito forte náusea mal estar,alta,sim,Cardiologia,Emergência imediata
Infarto,tontura falta de ar mal estar,alta,sim,Cardiologia,Emergência imediata
Infarto,mal estar náusea suor frio,alta,sim,Cardiologia,Emergência imediata
Infarto,náusea falta de ar mal estar,alta,sim,Cardiologia,Emergência imediata
Infarto,náusea dor no peito forte mal estar,alta,sim,Cardiologia,Emergência imediata
Infarto,tontura falta de ar mal estar,alta,sim,Cardiologia,Emergência imediata
Infarto,mal estar dor no peito forte tontura,alta,sim,Cardiologia,Emergência imediata
Infarto,náusea falta de ar mal estar,alta,sim,Cardiologia,Emergência imediata
Infarto,náusea dor no peito forte mal estar,alta,sim,Cardiologia,Emergência imediata
Infarto,mal estar tontura suor frio,alta,sim,Cardiologia,Emergência imediata
Infarto,mal estar náusea dor no peito forte,alta,sim,Cardiologia,Emergência imediata
Infarto,mal estar tontura falta de ar,alta,sim,Cardiologia,Emergência imediata
Infarto,náusea mal estar falta de ar,alta,sim,Cardiologia,Emergência imediata
Infarto,náusea suor frio mal estar,alta,sim,Cardiologia,Emergência imediata
Infarto,dor no peito forte mal estar náusea,alta,sim,Cardiologia,Emergência imediata
Infarto,tontura falta de ar mal estar,alta,sim,Cardiologia,Emergência imediata
Infarto,dor no peito forte tontura mal estar,alta,sim,Cardiologia,Emergência imediata
Infarto,suor frio náusea mal estar,alta,sim,Cardiologia,Emergência imediata
Infarto,mal estar náusea dor no peito forte,alta,sim,Cardiologia,Emergência imediata
Infarto,falta de ar tontura mal estar,alta,sim,Cardiologia,Emergência imediata
Infarto,falta de ar tontura mal estar,alta,sim,Cardiologia,Emergência imediata
Infarto,falta de ar tontura mal estar,alta,sim,Cardiologia,Emergência imediata
Infarto,suor frio mal estar tontura,alta,sim,Cardiologia,Emergência imediata
Infarto,falta de ar tontura mal estar,alta,sim,Cardiologia,Emergência imediata
Infarto,suor frio tontura mal estar,alta,sim,Cardiologia,Emergência imediata
Infarto,náusea suor frio mal estar,alta,sim,Cardiologia,Emergência imediata
Infarto,suor frio mal estar náusea,alta,sim,Cardiologia,Emergência imediata
Gripe,tosse calafrios espirros,baixa,nao,Clínico Geral,Repouso e hidratação
Gripe,espirros calafrios dor garganta,baixa,nao,Clínico Geral,Repouso e hidratação
Gripe,coriza tosse dor no corpo,baixa,nao,Clínico Geral,Repouso e hidratação
Gripe,febre alta coriza tosse,baixa,nao,Clínico Geral,Repouso e hidratação
Gripe,calafrios coriza tosse,baixa,nao,Clínico Geral,Repouso e hidratação
Gripe,tosse espirros dor no corpo,baixa,nao,Clínico Geral,Repouso e hidratação
Gripe,dor no corpo coriza dor garganta,baixa,nao,Clínico Geral,Repouso e hidratação
Gripe,dor garganta calafrios espirros,baixa,nao,Clínico Geral,Repouso e hidratação
Gripe,dor garganta espirros calafrios,baixa,nao,Clínico Geral,Repouso e hidratação
Gripe,dor garganta febre alta coriza,baixa,nao,Clínico Geral,Repouso e hidratação
Gripe,febre alta espirros tosse,baixa,nao,Clínico Geral,Repouso e hidratação
Gripe,dor garganta febre alta espirros,baixa,nao,Clínico Geral,Repouso e hidratação
Gripe,dor garganta calafrios coriza,baixa,nao,Clínico Geral,Repouso e hidratação
Gripe,febre alta coriza dor garganta,baixa,nao,Clínico Geral,Repouso e hidratação
Gripe,calafrios tosse coriza,baixa,nao,Clínico Geral,Repouso e hidratação
Gripe,calafrios tosse coriza,baixa,nao,Clínico Geral,Repouso e hidratação
Gripe,dor no corpo dor garganta coriza,baixa,nao,Clínico Geral,Repouso e hidratação
Gripe,dor no corpo tosse espirros,baixa,nao,Clínico Geral,Repouso e hidratação
Gripe,tosse dor no corpo espirros,baixa,nao,Clínico Geral,Repouso e hidratação
Gripe,coriza febre alta dor garganta,baixa,nao,Clínico Geral,Repouso e hidratação
Gripe,dor no corpo espirros tosse,baixa,nao,Clínico Geral,Repouso e hidratação
Gripe,dor no corpo tosse coriza,baixa,nao,Clínico Geral,Repouso e hidratação
Gripe,febre alta dor garganta coriza,baixa,nao,Clínico Geral,Repouso e hidratação
Gripe,dor garganta febre alta espirros,baixa,nao,Clínico Geral,Repouso e hidratação
Gripe,coriza calafrios dor garganta,baixa,nao,Clínico Geral,Repouso e hidratação
Gripe,coriza dor garganta dor no corpo,baixa,nao,Clínico Geral,Repouso e hidratação
Gripe,espirros dor garganta calafrios,baixa,nao,Clínico Geral,Repouso e hidratação
Gripe,coriza tosse calafrios,baixa,nao,Clínico Geral,Repouso e hidratação
Gripe,tosse calafrios coriza,baixa,nao,Clínico Geral,Repouso e hidratação
Gripe,calafrios dor garganta espirros,baixa,nao,Clínico Geral,Repouso e hidratação
Gripe,calafrios espirros tosse,baixa,nao,Clínico Geral,Repouso e hidratação
Gripe,tosse espirros calafrios,baixa,nao,Clínico Geral,Repouso e hidratação
Gripe,coriza tosse calafrios,baixa,nao,Clínico Geral,Repouso e hidratação
Gripe,tosse coriza dor no corpo,baixa,nao,Clínico Geral,Repouso e hidratação
Gripe,calafrios dor garganta espirros,baixa,nao,Clínico Geral,Repouso e hidratação
Gripe,dor garganta calafrios espirros,baixa,nao,Clínico Geral,Repouso e hidratação
Gripe,dor garganta coriza dor no corpo,baixa,nao,Clínico Geral,Repouso e hidratação
Gripe,coriza febre alta tosse,baixa,nao,Clínico Geral,Repouso e hidratação
Gripe,tosse dor no corpo coriza,baixa,nao,Clínico Geral,Repouso e hidratação
